관리번호,위도,경도,지역구
반포대교남단-67,37.512072,126.997526,서초구
반포대교남단-68,37.5122,126.997726,서초구
반포대교남단-69,37.511885,126.997626,서초구
반포대교남단-70,37.511927,126.997847,서초구
반포대교남단-71,37.511644,126.997733,서초구
반포대교남단-72,37.511618,126.998008,서초구
반포대교남단-73,37.511389,126.997866,서초구
반포대교남단-74,37.511333,126.998134,서초구
반포대교남단-75,37.511114,126.99799,서초구
반포대교남단-76,37.511023,126.998294,서초구
반포대교남단-77,37.510849,126.998127,서초구
반포대교남단-78,37.510735,126.998422,서초구
반포대교남단-79,37.510537,126.99827,서초구
반포대교남단-80,37.510422,126.998585,서초구
반포대교남단-81,37.510278,126.998403,서초구
반포대교남단-82,37.510182,126.9987,서초구
반포대교남단-83,37.510028,126.9985,서초구
반포대교남단경관-01,37.509856,126.998742,서초구
반포대교남단경관-02,37.510123,126.998612,서초구
반포대교남단경관-03,37.510409,126.998464,서초구
반포대교남단경관-04,37.510684,126.998329,서초구
반포대교남단경관-05,37.51097,126.998181,서초구
반포대교남단경관-06,37.511276,126.998035,용산구
반포대교남단녹지대-01,37.509535,126.998353,서초구
반포대교남단녹지대-02,37.50962,126.99855,서초구
반포대교남단녹지대-03,37.509465,126.998624,서초구
반포대교남단녹지대-04,37.50983,126.999016,서초구
반포대교남단녹지대-05,37.509902,126.999194,서초구
반포대교남단녹지대-06,37.509677,126.999098,서초구
반포대교북단-01,37.523538,126.993152,용산구
반포대교북단-02,37.52356,126.99332,용산구
반포대교북단-03,37.523302,126.993251,용산구
반포대교북단-04,37.523305,126.993419,용산구
반포대교북단-05,37.522604,126.993459,용산구
반포대교북단-06,37.522624,126.993592,용산구
반포대교북단-07,37.52208,126.993535,용산구
반포대교북단-08,37.522113,126.993701,용산구
반포대교북단-09,37.521534,126.99365,용산구
반포대교북단-10,37.521566,126.99378,용산구
반포대교북단-11,37.521035,126.993722,용산구
반포대교북단-12,37.521076,126.993881,용산구
반포대교북단-13,37.520436,126.993843,용산구
반포대교북단-14,37.520465,126.993976,용산구
반포대교북단-15,37.519914,126.993898,서초구
반포대교북단-16,37.519969,126.994094,서초구
반포대교북단-17,37.51938,126.994055,용산구
반포대교북단-18,37.519426,126.994215,서초구
반포대교북단-19,37.51896,126.993065,용산구
반포대교북단-20,37.520288,126.996421,용산구
반포대교북단-21,37.519072,126.993381,서초구
반포대교북단-22,37.520039,126.995672,용산구
반포대교북단-23,37.519161,126.993798,서초구
반포대교북단-24,37.519741,126.994903,용산구
반포대교북단-25,37.519019,126.994122,서초구
반포대교북단-26,37.519236,126.994449,서초구
반포대교북단-27,37.518945,126.994143,서초구
반포대교북단-28,37.519046,126.994491,서초구
반포대교북단-29,37.518601,126.994384,서초구
반포대교북단-30,37.518683,126.994588,서초구
반포대교북단-31,37.518245,126.994521,서초구
반포대교북단-32,37.518343,126.994783,서초구
반포대교북단-33,37.517893,126.994731,서초구
반포대교북단-34,37.517971,126.994928,서초구
반포대교북단-35,37.517499,126.994885,서초구
반포대교북단-36,37.517604,126.995137,서초구
반포대교북단-37,37.517167,126.995083,서초구
반포대교북단-38,37.517259,126.995268,서초구
반포대교북단-39,37.516749,126.995249,서초구
반포대교북단-40,37.516851,126.995501,서초구
반포대교북단-41,37.51614,126.995584,서초구
반포대교북단-42,37.51616,126.995791,서초구
반포대교북단-43,37.515911,126.995652,서초구
반포대교북단-44,37.515995,126.995913,서초구
반포대교북단-45,37.520536,126.997133,용산구
반포대교북단-46,37.520805,126.997843,용산구
반포대교북단경관-01,37.518889,126.994353,서초구
반포대교북단경관-02,37.518641,126.99448,서초구
반포대교북단경관-03,37.518395,126.994598,용산구
반포대교북단경관-04,37.518129,126.994728,용산구
반포대교북단경관-05,37.517873,126.994862,용산구
반포대교북단경관-06,37.51763,126.994982,서초구
반포대교북단경관-07,37.517375,126.995094,용산구
보라매01-01,37.485465,126.900281,구로구
보라매01-02,37.485344,126.900534,구로구
보라매01-03,37.485174,126.90088,영등포구
보라매01-04,37.485056,126.901247,구로구
보라매01-05,37.484931,126.901598,구로구
보라매01-06,37.484849,126.902023,구로구
보라매01-07,37.484768,126.902461,구로구
보라매01-08,37.48474,126.902915,구로구
보라매01-09,37.484708,126.903384,구로구
보라매01-10,37.484717,126.90382,구로구
보라매01-11,37.484685,126.904222,구로구
보라매01-12,37.484691,126.904606,구로구
보라매01-13,37.484671,126.905004,구로구
보라매01-14,37.48468,126.905418,관악구
보라매01-15,37.484835,126.905403,관악구
보라매01-16,37.484826,126.905017,구로구
보라매01-17,37.484842,126.904627,구로구
보라매01-18,37.484844,126.904244,구로구
보라매01-19,37.484864,126.903862,관악구
보라매01-20,37.484859,126.903438,구로구
보라매01-21,37.484885,126.902966,구로구
보라매01-22,37.48491,126.902539,구로구
보라매01-23,37.48499,126.902102,구로구
보라매01-24,37.485074,126.90167,구로구
보라매01-25,37.485185,126.901338,구로구
보라매01-26,37.485301,126.900981,구로구
보라매01-27,37.485454,126.900657,구로구
보라매01-28,37.485579,126.900396,구로구
보라매02-01,37.484695,126.9058,관악구
보라매02-02,37.484723,126.906195,관악구
보라매02-03,37.484787,126.906518,관악구
보라매02-04,37.48486,126.906867,관악구
보라매02-05,37.484973,126.907237,관악구
보라매02-06,37.485048,126.90755,관악구
보라매02-07,37.485151,126.90788,관악구
보라매02-08,37.485224,126.908214,관악구
보라매02-09,37.485333,126.908534,관악구
보라매02-10,37.48542,126.908911,관악구
보라매02-11,37.485534,126.909284,관악구
보라매02-12,37.485626,126.909655,관악구
보라매02-13,37.48572,126.909952,관악구
보라매02-14,37.485793,126.910261,관악구
보라매02-15,37.485887,126.910556,관악구
보라매02-16,37.485973,126.910895,관악구
보라매02-17,37.486092,126.911191,관악구
보라매02-18,37.486189,126.911477,관악구
보라매02-19,37.486308,126.911734,관악구
보라매02-20,37.486412,126.911997,관악구
보라매02-21,37.486551,126.912218,관악구
보라매02-22,37.486668,126.912463,관악구
보라매02-23,37.486821,126.91268,관악구
보라매02-24,37.486969,126.912938,관악구
보라매02-25,37.487158,126.913214,동작구
보라매02-26,37.487302,126.913472,관악구
보라매02-27,37.487478,126.91372,관악구
보라매02-28,37.487634,126.914013,관악구
보라매02-29,37.487821,126.914262,관악구
보라매02-30,37.487989,126.914577,관악구
보라매02-31,37.488202,126.914886,관악구
보라매02-32,37.488406,126.915233,관악구
보라매02-33,37.488619,126.915533,관악구
보라매02-34,37.488819,126.915881,관악구
보라매02-35,37.489038,126.916159,관악구
보라매02-36,37.489257,126.916461,관악구
보라매02-37,37.489489,126.916711,동작구
보라매02-38,37.489687,126.917174,동작구
보라매02-39,37.489771,126.917717,동작구
보라매02-40,37.489683,126.916715,동작구
보라매02-41,37.4895,126.916414,관악구
보라매02-42,37.489263,126.916188,관악구
보라매02-43,37.489018,126.915867,관악구
보라매02-44,37.488806,126.91556,관악구
보라매02-45,37.488628,126.915264,관악구
보라매02-46,37.488431,126.914973,관악구
보라매02-47,37.488269,126.914697,관악구
보라매02-48,37.488079,126.91441,관악구
보라매02-49,37.48793,126.914154,관악구
보라매02-50,37.487738,126.913869,관악구
보라매02-51,37.487593,126.913619,관악구
보라매02-52,37.487431,126.913379,관악구
보라매02-53,37.487302,126.913153,관악구
보라매02-54,37.487158,126.912948,관악구
보라매02-55,37.487011,126.912684,관악구
보라매02-56,37.486875,126.912504,관악구
보라매02-57,37.48678,126.912313,관악구
보라매02-58,37.486642,126.912104,관악구
보라매02-59,37.486545,126.911881,관악구
보라매02-60,37.486426,126.911636,관악구
보라매02-61,37.486312,126.911379,관악구
보라매02-62,37.486201,126.911065,관악구
보라매02-63,37.486087,126.910753,관악구
보라매02-64,37.486,126.910417,관악구
보라매02-65,37.485903,126.910105,관악구
보라매02-66,37.485821,126.909763,관악구
보라매02-67,37.485724,126.909444,관악구
보라매02-68,37.48563,126.909064,관악구
보라매02-69,37.485514,126.90868,관악구
보라매02-70,37.485413,126.908289,관악구
보라매02-71,37.485304,126.907895,관악구
보라매02-72,37.485202,126.907519,관악구
보라매02-73,37.485098,126.907167,관악구
보라매02-74,37.485007,126.906807,관악구
보라매02-75,37.484913,126.906475,관악구
보라매02-76,37.484878,126.906128,관악구
보라매02-77,37.484829,126.90575,관악구
보라매03-01,37.490024,126.917625,동작구
보라매03-02,37.48999,126.91721,동작구
보라매03-03,37.48991,126.916847,동작구
보라매03-04,37.489789,126.9165,동작구
보라매03-05,37.489614,126.916159,동작구
보라매03-06,37.489428,126.915851,동작구
보라매03-07,37.489249,126.91556,동작구
보라매03-08,37.489072,126.915268,동작구
보라매03-09,37.488893,126.914973,동작구
보라매03-10,37.488707,126.914663,동작구
보라매03-11,37.488536,126.914378,동작구
보라매03-12,37.488359,126.914097,동작구
보라매03-13,37.488187,126.913811,동작구
보라매03-14,37.488014,126.913532,동작구
보라매03-15,37.487853,126.913264,동작구
보라매03-16,37.487675,126.912958,동작구
보라매03-17,37.4875,126.912658,동작구
보라매03-18,37.487329,126.912331,동작구
보라매03-19,37.487171,126.912017,동작구
보라매03-20,37.487027,126.911711,동작구
보라매03-21,37.4869,126.911414,동작구
보라매03-22,37.486801,126.911179,동작구
보라매03-23,37.4867,126.910921,동작구
보라매03-24,37.486599,126.910634,동작구
보라매03-25,37.486493,126.910306,동작구
보라매03-26,37.486404,126.910016,동작구
보라매03-27,37.486307,126.909705,동작구
보라매03-28,37.486204,126.909374,동작구
보라매03-29,37.486095,126.909025,동작구
보라매03-30,37.485987,126.908672,동작구
보라매03-31,37.485879,126.908331,동작구
보라매03-32,37.485769,126.907974,동작구
보라매03-33,37.485656,126.90761,동작구
보라매03-34,37.485549,126.907261,동작구
보라매03-35,37.485444,126.906919,동작구
보라매03-36,37.48535,126.906606,동작구
보라매03-37,37.485298,126.906288,동작구
보라매03-38,37.485248,126.905991,동작구
보라매03-39,37.485188,126.905698,동작구
보라매03-40,37.484989,126.90573,동작구
보라매03-41,37.485049,126.906059,동작구
보라매03-42,37.485129,126.906346,동작구
보라매03-43,37.485218,126.90665,동작구
보라매03-44,37.485319,126.906979,동작구
보라매03-45,37.485424,126.907324,동작구
보라매03-46,37.485529,126.907666,동작구
보라매03-47,37.485643,126.908038,동작구
보라매03-48,37.485752,126.908397,동작구
보라매03-49,37.485863,126.908748,동작구
보라매03-50,37.48597,126.909089,동작구
보라매03-51,37.486077,126.909442,동작구
보라매03-52,37.486178,126.909772,동작구
보라매03-53,37.486276,126.910087,동작구
보라매03-54,37.486371,126.910387,동작구
보라매03-55,37.486484,126.910718,동작구
보라매03-56,37.486587,126.911017,동작구
보라매03-57,37.486691,126.911282,동작구
보라매03-58,37.486787,126.91151,동작구
보라매03-59,37.48692,126.911815,동작구
보라매03-60,37.487052,126.912097,동작구
보라매03-61,37.487215,126.912432,동작구
보라매03-62,37.487396,126.912769,동작구
보라매03-63,37.487569,126.91307,동작구
보라매03-64,37.487756,126.913379,동작구
보라매03-65,37.487924,126.913658,동작구
보라매03-66,37.488087,126.913926,동작구
보라매03-67,37.488248,126.914188,동작구
보라매03-68,37.488429,126.914487,동작구
보라매03-69,37.488596,126.914762,동작구
보라매03-70,37.48878,126.915067,동작구
보라매03-71,37.488967,126.915375,동작구
보라매03-72,37.489147,126.915682,동작구
보라매03-73,37.489334,126.91598,동작구
보라매03-74,37.489516,126.916286,동작구
보라매03-75,37.489674,126.916597,동작구
보라매04-01,37.485174,126.90545,동작구
보라매04-02,37.485177,126.904994,동작구
보라매04-03,37.485212,126.904543,동작구
보라매04-04,37.485259,126.903949,동작구
보라매04-05,37.485103,126.905431,동작구
보라매04-06,37.485105,126.905107,구로구
보라매04-07,37.485118,126.904754,구로구
보라매04-08,37.485144,126.904431,구로구
보라매04-09,37.48516,126.904135,구로구
보라매04-10,37.48518,126.903771,구로구
보라매04-11,37.485208,126.903382,관악구
보라매04-12,37.485228,126.903013,구로구
보라매04-13,37.485258,126.902668,구로구
보라매04-14,37.485311,126.902291,구로구
보라매04-15,37.485394,126.901897,구로구
보라매04-16,37.485478,126.901587,구로구
보라매04-17,37.48559,126.901271,구로구
보라매04-18,37.485701,126.900978,구로구
보라매04-19,37.485828,126.900697,구로구
보라매04-20,37.485708,126.900605,구로구
보라매04-21,37.485581,126.900894,구로구
보라매04-22,37.485461,126.901197,구로구
보라매04-23,37.485359,126.901524,구로구
보라매04-24,37.485268,126.901857,구로구
보라매04-25,37.485186,126.902264,구로구
보라매04-26,37.485125,126.902683,구로구
보라매04-27,37.485092,126.90308,동작구
보라매04-28,37.485063,126.90351,동작구
보라매04-29,37.485042,126.903885,구로구
보라매04-30,37.485022,126.904261,구로구
보라매04-31,37.485007,126.904595,구로구
보라매04-32,37.484978,126.905034,구로구
보라매04-33,37.48498,126.905405,동작구
봉원고가-01,37.567661,126.947486,서대문구
봉원고가-02,37.567223,126.947225,서대문구
봉원고가-03,37.566812,126.946933,서대문구
봉원고가-04,37.56639,126.946626,서대문구
봉원고가-05,37.565922,126.946309,서대문구
봉원고가-06,37.565458,126.945981,서대문구
봉원고가-07,37.565,126.945638,서대문구
봉원고가-08,37.564589,126.945289,서대문구
봉원고가-09,37.564743,126.94553,서대문구
봉원고가-10,37.565176,126.945871,서대문구
봉원고가-11,37.565657,126.946197,서대문구
봉원고가-12,37.566132,126.946546,서대문구
봉원고가-13,37.566551,126.946848,서대문구
봉원고가-14,37.566994,126.947143,서대문구
봉원고가-15,37.567409,126.947439,서대문구
봉원고가-16,37.565968,126.946386,서대문구
봉원고가-17,37.566257,126.946594,서대문구
봉원고가-18,37.566458,126.946725,서대문구
봉원고가-19,37.566698,126.946902,서대문구
봉은교-01,37.515383,127.066964,송파구
봉은교-02,37.515402,127.067191,송파구
봉은교-03,37.515423,127.067437,송파구
봉은교-04,37.515446,127.067679,송파구
봉은교-05,37.515468,127.067956,송파구
봉은교-06,37.515491,127.068221,송파구
봉은교-07,37.515519,127.068492,송파구
봉은교-08,37.515541,127.068757,송파구
봉은교-09,37.515573,127.069041,송파구
봉은교-10,37.515591,127.069306,송파구
봉은교-11,37.515615,127.069595,송파구
봉은교-12,37.515813,127.069581,송파구
봉은교-13,37.515747,127.06929,송파구
봉은교-14,37.51573,127.069011,송파구
봉은교-15,37.515698,127.068728,송파구
봉은교-16,37.515676,127.068463,송파구
봉은교-17,37.515652,127.068191,송파구
봉은교-18,37.515631,127.067917,송파구
봉은교-19,37.515604,127.067662,송파구
봉은교-20,37.515582,127.067407,송파구
봉은교-21,37.515557,127.067173,송파구
봉은교-22,37.51554,127.066946,송파구
사당고가-01,37.476557,126.979245,관악구
사당고가-02,37.476551,126.979617,관악구
사당고가-03,37.476542,126.979942,관악구
사당고가-04,37.47653,126.980291,관악구
사당고가-05,37.476515,126.980644,관악구
사당고가-06,37.476491,126.981017,관악구
사당고가-07,37.476468,126.981347,관악구
사당고가-08,37.476435,126.981713,관악구
사당고가-09,37.476394,126.982097,서초구
사당고가-10,37.476351,126.982471,서초구
사당고가-11,37.476299,126.982879,서초구
사당고가-12,37.476242,126.98327,서초구
사당고가-13,37.476179,126.98367,서초구
사당고가-14,37.476116,126.984041,서초구
사당고가-15,37.47605,126.984432,서초구
사당고가-16,37.475976,126.984809,서초구
사당고가-17,37.476166,126.984862,서초구
사당고가-18,37.476243,126.984459,서초구
사당고가-19,37.47631,126.984078,서초구
사당고가-20,37.476375,126.983702,서초구
사당고가-21,37.47644,126.983289,서초구
사당고가-22,37.476499,126.982888,서초구
사당고가-23,37.476551,126.982479,서초구
사당고가-24,37.476594,126.982101,서초구
사당고가-25,37.476634,126.981711,동작구
사당고가-26,37.476665,126.981347,동작구
사당고가-27,37.476692,126.981012,동작구
사당고가-28,37.476715,126.980642,동작구
사당고가-29,37.476732,126.98029,동작구
사당고가-30,37.476742,126.979941,동작구
사당고가-31,37.476751,126.979622,동작구
사당고가-32,37.476754,126.979249,동작구
사당고가-33,37.476575,126.980789,관악구
사당고가-34,37.476542,126.981212,관악구
사당고가-35,37.476535,126.981306,관악구
사당고가-36,37.476483,126.98187,서초구
사당고가-37,37.476472,126.981969,서초구
사당고가-38,37.476429,126.982376,서초구
사당고가-39,37.476496,126.982387,서초구
사당고가-40,37.476538,126.981974,서초구
사당고가-41,37.476551,126.981869,서초구
사당고가-42,37.476602,126.981309,동작구
사당고가-43,37.47661,126.981216,동작구
사당고가-44,37.476644,126.980793,동작구
사평지하차도-01,37.502234,127.003992,서초구
사평지하차도-02,37.502345,127.004274,서초구
사평지하차도-03,37.502452,127.004547,서초구
사평지하차도-04,37.502566,127.004822,서초구
사평지하차도-05,37.502665,127.005087,서초구
사평지하차도-06,37.502766,127.005335,서초구
사평지하차도-07,37.50287,127.00558,서초구
사평지하차도-08,37.503036,127.005531,서초구
사평지하차도-09,37.50293,127.005288,서초구
사평지하차도-10,37.502834,127.005045,서초구
사평지하차도-11,37.502731,127.004792,서초구
사평지하차도-12,37.502629,127.004533,서초구
사평지하차도-13,37.50252,127.004258,서초구
사평지하차도-14,37.502401,127.003968,서초구
사평지하차도-15,37.502949,127.005544,서초구
사평지하차도-16,37.502852,127.005293,서초구
사평지하차도-17,37.502757,127.005051,서초구
사평지하차도-18,37.502651,127.004788,서초구
사평지하차도-19,37.502546,127.004528,서초구
사평지하차도-20,37.502441,127.00426,서초구
사평지하차도-21,37.502322,127.003973,서초구
사평지하차도-22,37.501788,127.002452,서초구
사평지하차도-23,37.501691,127.002203,서초구
사평지하차도-24,37.501583,127.001947,서초구
사평지하차도-25,37.501475,127.001665,서초구
사평지하차도-26,37.501364,127.001391,서초구
사평지하차도-27,37.501247,127.001102,서초구
사평지하차도-28,37.501133,127.000795,서초구
사평지하차도-29,37.500988,127.000864,서초구
사평지하차도-30,37.501099,127.001142,서초구
사평지하차도-31,37.50122,127.001439,서초구
사평지하차도-32,37.501326,127.001703,서초구
사평지하차도-33,37.501441,127.001995,서초구
사평지하차도-34,37.501536,127.002235,서초구
사평지하차도-35,37.501641,127.002488,서초구
사평지하차도-36,37.501055,127.000814,서초구
사평지하차도-37,37.501172,127.001116,서초구
사평지하차도-38,37.501288,127.001406,서초구
사평지하차도-39,37.5014,127.001683,서초구
사평지하차도-40,37.501513,127.001965,서초구
사평지하차도-41,37.501614,127.002212,서초구
사평지하차도-42,37.501712,127.002455,서초구
삼각지고가-01,37.536108,126.972637,용산구
삼각지고가-02,37.536189,126.972381,용산구
삼각지고가-03,37.536267,126.972114,용산구
삼각지고가-04,37.536346,126.971865,용산구
삼각지고가-05,37.536428,126.971587,용산구
삼각지고가-06,37.536513,126.971305,용산구
삼각지고가-07,37.536625,126.970981,용산구
삼각지고가-08,37.536735,126.970611,용산구
삼각지고가-09,37.536855,126.970228,용산구
삼각지고가-10,37.536971,126.96985,용산구
삼각지고가-11,37.537095,126.969454,용산구
삼각지고가-12,37.537219,126.969044,용산구
삼각지고가-13,37.537337,126.968655,용산구
삼각지고가-14,37.537463,126.968242,용산구
삼각지고가-15,37.537584,126.967833,용산구
삼각지고가-16,37.537444,126.967989,용산구
삼각지고가-17,37.537315,126.968407,용산구
삼각지고가-18,37.537185,126.968821,용산구
삼각지고가-19,37.537068,126.969218,용산구
삼각지고가-20,37.536952,126.969591,용산구
삼각지고가-21,37.536823,126.970023,용산구
삼각지고가-22,37.536724,126.97036,용산구
삼각지고가-23,37.536597,126.970753,용산구
삼각지고가-24,37.536507,126.971067,용산구
삼각지고가-25,37.53641,126.971371,용산구
삼각지고가-26,37.536324,126.971652,용산구
삼각지고가-27,37.536238,126.971943,용산구
삼각지고가-28,37.536157,126.972205,용산구
삼각지고가-29,37.536071,126.972489,용산구
삼각지고가-30,37.535983,126.972773,용산구
삼각지고가-31,37.536404,126.971897,용산구
삼각지고가-32,37.536442,126.971768,용산구
삼각지고가-33,37.536244,126.971722,용산구
삼각지고가-34,37.536208,126.971852,용산구
삼각지고가-35,37.53685,126.97052,용산구
삼각지고가-36,37.536954,126.970549,용산구
삼각지고가-37,37.536708,126.970264,용산구
삼각지고가-38,37.536737,126.970179,용산구
삼성교-01,37.509894,127.067479,강남구
삼성교-02,37.509984,127.068011,송파구
삼성교-03,37.510072,127.068529,송파구
삼성교-04,37.510157,127.069044,송파구
삼성교-05,37.510245,127.069544,송파구
삼성교-06,37.510334,127.070069,송파구
삼성교-07,37.510656,127.070207,송파구
삼성교-08,37.510573,127.069724,송파구
삼성교-09,37.510482,127.0692,송파구
삼성교-10,37.510402,127.068709,송파구
삼성교-11,37.510315,127.068224,송파구
삼성교-12,37.510223,127.06767,송파구
서강대교남단-001,37.532556,126.922034,영등포구
서강대교남단-002,37.532828,126.922213,영등포구
서강대교남단-003,37.533101,126.922393,영등포구
서강대교남단-004,37.533371,126.922571,영등포구
서강대교남단-005,37.533625,126.922739,영등포구
서강대교남단-006,37.53386,126.922894,영등포구
서강대교남단-007,37.534106,126.923057,영등포구
서강대교남단-008,37.53437,126.923231,영등포구
서강대교남단-009,37.534632,126.923404,영등포구
서강대교남단-010,37.534897,126.923579,영등포구
서강대교남단-011,37.535107,126.923714,영등포구
서강대교남단-012,37.535342,126.923868,마포구
서강대교남단-013,37.535577,126.924022,마포구
서강대교남단-014,37.535834,126.924189,마포구
서강대교남단-015,37.536091,126.924358,마포구
서강대교남단-016,37.536353,126.924529,마포구
서강대교남단-017,37.536592,126.924685,마포구
서강대교남단-018,37.536809,126.924828,마포구
서강대교남단-019,37.537031,126.924973,마포구
서강대교남단-020,37.537263,126.925126,마포구
서강대교남단-110,37.532309,126.921598,영등포구
서강대교남단-111,37.532205,126.921301,영등포구
서강대교남단-112,37.532237,126.920957,영등포구
서강대교남단-113,37.5318,126.922426,영등포구
서강대교남단-114,37.531947,126.922141,영등포구
서강대교남단-115,37.532185,126.922046,영등포구
서강대교북단_01-021,37.537444,126.925253,마포구
서강대교북단_01-022,37.537614,126.925364,마포구
서강대교북단_01-023,37.537794,126.925484,마포구
서강대교북단_01-024,37.53797,126.925601,마포구
서강대교북단_01-025,37.538129,126.925705,마포구
서강대교북단_01-026,37.53829,126.925812,마포구
서강대교북단_01-027,37.538486,126.925942,마포구
서강대교북단_01-028,37.538703,126.926086,마포구
서강대교북단_01-029,37.53891,126.926223,마포구
서강대교북단_01-030,37.539107,126.926354,마포구
서강대교북단_01-031,37.539329,126.926498,마포구
서강대교북단_01-032,37.539613,126.926654,마포구
서강대교북단_01-033,37.539919,126.926888,마포구
서강대교북단_01-034,37.54025,126.927077,마포구
서강대교북단_01-035,37.540502,126.927275,마포구
서강대교북단_01-036,37.540802,126.927443,마포구
서강대교북단_01-037,37.541021,126.927619,마포구
서강대교북단_01-038,37.541273,126.927757,마포구
서강대교북단_01-039,37.541519,126.927948,마포구
서강대교북단_01-040,37.541801,126.928106,마포구
서강대교북단_01-060,37.543238,126.929264,마포구
서강대교북단_01-061,37.543404,126.929373,마포구
서강대교북단_01-062,37.543548,126.929467,마포구
서강대교북단_01-063,37.543681,126.929556,마포구
서강대교북단_01-064,37.543819,126.929646,마포구
서강대교북단_01-065,37.543948,126.92973,마포구
서강대교북단_01-066,37.544094,126.929827,마포구
서강대교북단_01-067,37.544236,126.929919,마포구
서강대교북단_01-068,37.54437,126.930006,마포구
서강대교북단_01-069,37.544527,126.930105,마포구
서강대교북단_01-070,37.544673,126.9302,마포구
서강대교북단_01-071,37.54481,126.930286,마포구
서강대교북단_01-072,37.54494,126.93037,마포구
서강대교북단_01-073,37.545076,126.930456,마포구
서강대교북단_01-074,37.545204,126.930542,마포구
서강대교북단_01-075,37.545331,126.930241,마포구
서강대교북단_01-076,37.545206,126.930155,마포구
서강대교북단_01-077,37.545072,126.930066,마포구
서강대교북단_01-078,37.54495,126.929982,마포구
서강대교북단_01-079,37.544805,126.929884,마포구
서강대교북단_01-080,37.54466,126.929785,마포구
서강대교북단_01-081,37.544507,126.929683,마포구
서강대교북단_01-082,37.544372,126.929591,마포구
서강대교북단_01-083,37.544225,126.929493,마포구
서강대교북단_01-084,37.544081,126.929404,마포구
서강대교북단_01-085,37.543946,126.929324,마포구
서강대교북단_01-086,37.543805,126.929262,마포구
서강대교북단_01-087,37.543668,126.929172,마포구
서강대교북단_01-088,37.543528,126.929081,마포구
서강대교북단_01-089,37.543379,126.928985,마포구
서강대교북단_01-090,37.543188,126.928832,마포구
서강대교북단_01-091,37.54334,126.928848,마포구
서강대교북단_01-092,37.543522,126.928792,마포구
서강대교북단_01-093,37.543668,126.92866,마포구
서강대교북단_01-094,37.543781,126.928452,마포구
서강대교북단_01-095,37.543816,126.92821,마포구
서강대교북단_01-096,37.543787,126.928007,마포구
서강대교북단_01-097,37.543727,126.927795,마포구
서강대교북단_01-098,37.543703,126.927542,마포구
서강대교북단_01-099,37.543723,126.927296,마포구
서강대교북단_01-100,37.543785,126.927052,마포구
서강대교북단_01-101,37.543858,126.926806,마포구
서강대교북단_01-102,37.543926,126.926576,마포구
서강대교북단_01-103,37.543134,126.928697,마포구
서강대교북단_01-104,37.542994,126.928622,마포구
서강대교북단_01-105,37.542832,126.928534,마포구
서강대교북단_01-106,37.542642,126.928431,마포구
서강대교북단_01-107,37.542473,126.92834,마포구
서강대교북단_01-108,37.542283,126.92822,마포구
서강대교북단_01-109,37.542088,126.928095,마포구
서강대교북단_02-041,37.541941,126.928448,마포구
서강대교북단_02-042,37.542131,126.92857,마포구
서강대교북단_02-043,37.542323,126.928706,마포구
서강대교북단_02-044,37.54249,126.928839,마포구
서강대교북단_02-045,37.542643,126.928958,마포구
서강대교북단_02-046,37.542808,126.929089,마포구
서강대교북단_02-047,37.54293,126.929188,마포구
서강대교북단_02-048,37.542191,126.931217,마포구
서강대교북단_02-049,37.542275,126.931003,마포구
서강대교북단_02-050,37.54235,126.930811,마포구
서강대교북단_02-051,37.542446,126.930621,마포구
서강대교북단_02-052,37.542589,126.930444,마포구
서강대교북단_02-053,37.542738,126.93032,마포구
서강대교북단_02-054,37.542922,126.930224,마포구
서강대교북단_02-055,37.543069,126.930094,마포구
서강대교북단_02-056,37.543181,126.929878,마포구
서강대교북단_02-057,37.543216,126.929636,마포구
서강대교북단_02-058,37.543172,126.929381,마포구
서강대교북단_02-059,37.543053,126.929175,마포구
서빙고지하차도-01,37.520075,126.99118,용산구
서빙고지하차도-02,37.520034,126.991556,용산구
서빙고지하차도-03,37.519999,126.991925,용산구
서빙고지하차도-04,37.519954,126.992278,용산구
서빙고지하차도-05,37.520062,126.992297,용산구
서빙고지하차도-06,37.520097,126.991942,용산구
서빙고지하차도-07,37.520129,126.991574,용산구
서빙고지하차도-08,37.520162,126.991196,용산구
서빙고지하차도-09,37.518976,126.992235,용산구
서빙고지하차도-10,37.518679,126.991843,용산구
서빙고지하차도-11,37.518614,126.991942,용산구
서빙고지하차도-12,37.5189,126.992345,용산구
서소문고가-01,37.562465,126.971284,중구
서소문고가-02,37.562317,126.970623,중구
서소문고가-03,37.562167,126.969921,중구
서소문고가-04,37.561998,126.9692,서대문구
서소문고가-05,37.561827,126.968453,서대문구
서소문고가-06,37.561644,126.967697,서대문구
서소문고가-07,37.561429,126.967035,서대문구
서소문고가-08,37.561121,126.966474,서대문구
서소문고가-09,37.560874,126.966372,중구
서소문고가-10,37.561186,126.966856,중구
서소문고가-11,37.561423,126.967418,중구
서소문고가-12,37.561611,126.968125,서대문구
서소문고가-13,37.561792,126.968899,서대문구
서소문고가-14,37.561961,126.969607,중구
서소문고가-15,37.562118,126.970304,중구
서소문고가-16,37.562265,126.970967,중구
서울교-01,37.519873,126.91497,영등포구
서울교-02,37.520001,126.9151,영등포구
서울교-03,37.520073,126.915215,영등포구
서울교-04,37.520147,126.915337,영등포구
서울교-05,37.520215,126.915439,영등포구
서울교-06,37.520287,126.915556,영등포구
서울교-07,37.520366,126.915686,영등포구
서울교-08,37.520448,126.915816,영등포구
