연번,시도청,경찰서,치안센터명,주소
231 ,충북청,음성,원남치안센터,충북 음성군 원남면 보천로 64
232 ,충북청,음성,소이치안센터,충북 음성군 소이면 대장로 67
233 ,충북청,음성,생극치안센터,충북 음성군 생극면 음성로 1643
234 ,충북청,영동,심천치안센터,충북 영동군 심천면 심천로 6길 10-7
235 ,충북청,영동,추풍령치안센터,충북 영동군 추풍령면 추풍령로441
236 ,충북청,영동,양산치안센터,충북 영동군 양산면 금강로1516
237 ,충북청,영동,용화치안센터,충북 영동군 용화면 용화양강로 18
238 ,충북청,영동,매곡치안센터,충북 영동군 매곡면 민주지산로 3571
239 ,충북청,괴산,도안치안센터,충북 증평군 도안면 화성로 85
240 ,충북청,괴산,소수치안센터,충북 괴산군 소수면 소수로6길 1
241 ,충북청,괴산,송면치안센터,충북 괴산군 청천면 문장로 3110
242 ,충북청,괴산,장연치안센터,충북 괴산군 장연면 미선로 778
243 ,충북청,괴산,사리치안센터,충북 괴산군 사리면 모래재로 339
244 ,충북청,괴산,감물치안센터,충북 괴산군 감물면 감물로 64
245 ,충북청,단양,적성치안센터,충북 단양군 적성면 금수산로 957-1
246 ,충북청,단양,어상천치안센터,충북 단양군 어상천면 어상천로 956
247 ,충북청,단양,단성치안센터,충북 단양군 단성면 월악로 4660
248 ,충북청,보은,수한치안센터,충북 보은군 수한면 안내보은로 896(묘서리)
249 ,충북청,보은,탄부치안센터,충북 보은군 탄부면 하장2길 9(하장리)
250 ,충북청,보은,회남치안센터,충북 보은군 회남로 1940(조곡리)
251 ,충북청,옥천,군서치안센터,충북 옥천군 군서면 성왕로 545
252 ,충북청,옥천,안남치안센터,충북 옥천군 안남면 연주길 17
253 ,충북청,진천,사석치안센터,충북 진천군 진천읍 문진로 1042
254 ,충북청,진천,문백치안센터,충북 진천군 문백면 문진로 469-5
255 ,충북청,진천,백곡치안센터,충북 진천군 백곡면 장터길 16-22
256 ,충남청,천안동남,북면치안센터,충남 천안시 동남구 목천읍 위례성로 693
257 ,충남청,천안동남,동면치안센터,충남 천안시 동남구 동면 동산1길 39
258 ,충남청,천안동남,성남치안센터,충남 천안시 동남구 성남면 신사대화로 153
259 ,충남청,천안동남,풍세치안센터,충남 천안시 동남구 풍세면 풍년길 27
260 ,충남청,서산,지곡치안센터,서산시 지곡면 화천1로 98
261 ,충남청,서산,음암치안센터,서산시 음암면 운암로 385
262 ,충남청,서산,운산치안센터,서산시 운산면 운암로 1042
263 ,충남청,서산,인지치안센터,서산시 인지면 무학로 1675
264 ,충남청,아산,온주치안센터,아산시 외암로 1413
265 ,충남청,아산,송악치안센터,아산시 송악면 송악로 793
266 ,충남청,아산,염치치안센터,아산시 염치읍 염성길 101
267 ,충남청,아산,선장치안센터,아산시 선장면 서부남로 13
268 ,충남청,논산,은진치안센터,충청남도 논산시 은진면 매죽헌로 23
269 ,충남청,논산,채운치안센터,충청남도 논산시 채운면 계백로588번길 57
270 ,충남청,논산,가야곡치안센터,충청남도 논산시 가야곡면 덕은로 21
271 ,충남청,논산,광석치안센터,충청남도 논산시 광석면 광석로 99
272 ,충남청,논산,성동치안센터,충청남도 논산시 성동면 성동로 264
273 ,충남청,논산,벌곡치안센터,충청남도 논산시 벌곡면 황룡재로 592
274 ,충남청,논산,부적치안센터,충청남도 논산시 부적면 계백로 1378
275 ,충남청,논산,노성치안센터,충청남도 논산시 노성면 논산평야로 1463
276 ,충남청,공주,의당치안센터,공주시 의당로 323
277 ,충남청,공주,왕릉치안센터,공주시 봉황로 172
278 ,충남청,공주,신풍치안센터,공주시 신풍길 93-2
279 ,충남청,공주,탄천치안센터,공주시 통산로 162
280 ,충남청,공주,동학사치안센터,공주시 동학사1로 273
281 ,충남청,공주,사곡치안센터,공주시 마곡사로 99-4
282 ,충남청,보령,청라치안센터,충남 보령시 청라면 원모루길 219
283 ,충남청,보령,남포치안센터,충남 보령시 남포면 충서로1846
284 ,충남청,보령,원산도치안센터,충남 보령시 오천면 원산도 3길
285 ,충남청,보령,장고도치안센터,충남 보령시 오천면 장고도1길 29
286 ,충남청,보령,외연도치안센터,충남 보령시 오천면 외연도1길 102
287 ,충남청,보령,호도치안센터,충남 보령시 오천면 호도길10-16
288 ,충남청,보령,고대도치안센터,충남 보령시 오천면 고대도2길 60
289 ,충남청,보령,삽시도치안센터,충남 보령시 오천면 삽시도길 168-12
290 ,충남청,보령,녹도치안센터,충남 보령시 오천면 녹도2길 4
291 ,충남청,보령,주산치안센터,충남 보령시 주산면 충서로410-5
292 ,충남청,보령,주교치안센터,충남 보령시 주교면 울계큰길 364
293 ,충남청,보령,청소치안센터,충남 보령시 청소면 청소큰길 137
294 ,충남청,당진,우강치안센터,충남 당진시 우강면 평야2로 52
295 ,충남청,당진,고대치안센터,충남 당진시 고대면 구장터길5
296 ,충남청,당진,정미치안센터,충남 당진시 정미면 천의길 2
297 ,충남청,당진,대호지치안센터,충남 당진시 대호지면 4.4만세로 35
298 ,충남청,당진,대난지도치안센터,충남 당진시 난지1길 359
299 ,충남청,홍성,구항치안센터,충남 홍성군 구항면 구항길61번길 5 구항치안센터
300 ,충남청,홍성,은하치안센터,충남 홍성군 은하면 은하로 246 은하치안센터
301 ,충남청,홍성,결성치안센터,충남 홍성군 결성면 홍남서로 733 결성치안센터
302 ,충남청,홍성,장곡치안센터,충남 홍성군 장곡면 홍남동로 471 장곡치안센터
303 ,충남청,홍성,홍북치안센터,충남 홍성군 홍북읍 홍북로 442-1
304 ,충남청,예산,읍내치안센터,충남 예산군 예산로 194
305 ,충남청,예산,오가치안센터,충남 예산군 오가면 오가중앙로 159-6
306 ,충남청,예산,응봉치안센터,충남 예산군 응봉면 응봉로 165
307 ,충남청,예산,고덕치안센터,충남 예산군 고덕면 고덕중앙로 56
308 ,충남청,예산,봉산치안센터,충남 예산군 봉산면 봉산로 367
309 ,충남청,예산,신암치안센터,충남 예산군 신암면 추사고택로 2
310 ,충남청,예산,신양치안센터,충남 예산군 신양면 청신로 368
311 ,충남청,예산,대흥치안센터,충남 예산군 대흥면 예당로 859
312 ,충남청,부여,옥산치안센터,부여군 옥산면 안골로 1
313 ,충남청,부여,양화치안센터,부여군 양화면 입포로53번길 10-3
314 ,충남청,부여,충화치안센터,부여군 충화면 팔충로 766
315 ,충남청,부여,장암치안센터,부여군 장암면 장암로 7
316 ,충남청,부여,남면치안센터,부여군 남면 남성로 422
317 ,충남청,부여,초촌치안센터,부여군 초촌면 초촌로 37
318 ,충남청,부여,내산치안센터,부여군 내산면 성충로 1012
319 ,충남청,서천,시초치안센터,충청남도 서천군 시초면 시초북로 21
320 ,충남청,서천,기산치안센터,충청남도 서천군 기산길 70-2
321 ,충남청,서천,종천치안센터,충청남도 서천군 종천면 충서로 442
322 ,충남청,서천,화양치안센터,충청남도 서천군 화양면 옥포길8번길 12
323 ,충남청,금산,군북치안센터,충청남도 금산군 군북면 군북로 722
324 ,충남청,금산,부리치안센터,충청남도 금산군 부리면 무금로 1630
325 ,충남청,금산,남일치안센터,충청남도 금산군 남일면 금산로 494
326 ,충남청,청양,대치치안센터,충청남도 청양군 대치면 칠갑산로495
327 ,충남청,청양,목면치안센터,충청남도 청양군 목면 안심길 170  
328 ,충남청,청양,청남치안센터,충청남도 청양군 청남면 명덕로 225
329 ,충남청,청양,미당치안센터,충청남도 청양군 장평면 미당큰길 57
330 ,충남청,청양,남양치안센터,충청남도 청양군 남양면 만수로 1609
331 ,충남청,태안,고남치안센터,태안군 고남면 빗독1길 42-1
332 ,충남청,태안,이원치안센터,태안군 이원면 원이로 1542
333 ,전북청,전주완산,서곡치안센터,전주시 완산구 세내로 552
334 ,전북청,군산,연도치안센터,옥도면 연도1길 24
335 ,전북청,군산,비안도치안센터,옥도면 비안도2길 15
336 ,전북청,군산,관리도치안센터,옥도면 관리도길 56-8
337 ,전북청,군산,방축도치안센터,옥도면 방축도1길 16
338 ,전북청,군산,명도치안센터,옥도면 명도길 21-8
339 ,전북청,군산,말도치안센터,옥도면 말도길 119
340 ,전북청,군산,문화치안센터,군산시 팔마로 60
341 ,전북청,익산,남중치안센터,익산시 익산대로 52길 43
342 ,전북청,익산,팔봉치안센터,익산시 무왕로 1415
343 ,전북청,정읍,공원치안센타,정읍시 내장산로 930-5
344 ,전북청,정읍,내장치안센타,정읍시 대식길 30
345 ,전북청,정읍,정우치안센타,정읍시 정우면 정신로 592
346 ,전북청,정읍,화호치안센타,정읍시 신태인읍 석지로 225
347 ,전북청,정읍,옹동치안센타,정읍시 옹지동촌로 201번지
348 ,전북청,정읍,영원치안센타,정읍시 고부면 영주로 542
349 ,전북청,정읍,덕천치안센타,정읍시 덕천면 황토현로 304
350 ,전북청,남원,노암치안센터, 남원시 쑥고개로 55
351 ,전북청,남원,주천치안센타, 남원시 정령치로 93
352 ,전북청,남원,산동치안센타, 남원시 요천로 2917
353 ,전북청,남원,이백치안센타, 남원시 과리길 7
354 ,전북청,남원,대산치안센타,남원시 운교1길 22
355 ,전북청,남원,덕과치안센타, 남원시 덕과로 4
356 ,전북청,남원,주생치안센타,남원시 요천로 823
357 ,전북청,남원,수지치안센타, 남원시 고주로 620
358 ,전북청,김제,요촌치안센터,김제시 동서3길 57
359 ,전북청,김제,부량치안센터,김제시 벽골제로 202
360 ,전북청,김제,황산치안센터,김제시 황산면 용마로 124
361 ,전북청,김제,청하치안센터,김제시 청하면 만경로 1499
362 ,전북청,김제,성덕치안센터,김제시 성덕면 지평선로 88
363 ,전북청,김제,광활치안센터,김제시 광활면 광활11길 38
364 ,전북청,완주,비봉치안센터,완주군 비봉면 천호로 566
365 ,전북청,완주,경천치안센터,전라북도 완주군 경천면 대둔산로 251
366 ,전북청,완주,동상치안센터,완주군 동상면 동상로 1407
367 ,전북청,고창,고수치안센터 ,고창군 고수면 고인돌대로 1406
368 ,전북청,고창,상하치안센터,고창군 상하면 상하로 84
369 ,전북청,고창,심원치안센터,고창군 심원면 심원로 207
370 ,전북청,고창,성내치안센터,고창군 성내면 시기1길 61
371 ,전북청,고창,신림치안센터,고창군 신림면 신림로 178
372 ,전북청,부안,동진치안센터,부안군 동진로 106
373 ,전북청,부안,백산치안센터,부안군 백산로 339
374 ,전북청,부안,행안치안센터, 부안군 변산로 117
375 ,전북청,부안,변산치안센터,부안군 지서로 69
376 ,전북청,부안,식도치안센터, 부안군 식도1길 4-5
377 ,전북청,임실,삼계치안센터,임실군 삼계면 충효로 1286
378 ,전북청,임실,성수치안센터, 임실군 성수면 임진로 176
379 ,전북청,임실,지사치안센터, 임실군 지사면 충효로 2413
380 ,전북청,임실,청웅치안센터, 임실군 청웅면 청웅로 193
381 ,전북청,임실,신덕치안센터, 임실군 신덕면 수리로 97
382 ,전북청,임실,덕치치안센터, 임실군 덕치면 인덕로 1395
383 ,전북청,임실,운암치안센터, 임실군 운암면 상운길 58
384 ,전북청,순창,유등치안센터,순창군 유등면 유등로 385
385 ,전북청,순창,풍산치안센터,순창군 풍산면 금풍로 1027
386 ,전북청,순창,인계치안센터,순창군 인계면 인덕로 221
387 ,전북청,순창,금과치안센터,순창군 금과면 금풍로 5
388 ,전북청,순창,적성치안센터,순창군 적성면 적성로 143
389 ,전북청,진안,상전치안센터,진안군 상전면 진성로 246
390 ,전북청,진안,안천치안센터,진안군 안천면 노성리 692-2
391 ,전북청,진안,용담치안센터,진안군 용담면 송풍리 903-7
392 ,전북청,장수,계남치안센타,장수군 계남면 장수로 3073
393 ,전북청,무주,괴목치안센터, 무주군 적상면 괴목로 542
394 ,전남청,목포서,달리도치안센터,전남 목포시 달리길 361
395 ,전남청,목포서,율도치안센터,전남 목포시 율도안길 1-4
396 ,전남청,여수서,무선치안센터,전남 여수시 성산로 43
397 ,전남청,여수서,안산치안센터,전남 여수시 소호로 644
398 ,전남청,여수서,대경도치안센터,전남 여수시 대경도2길 14
399 ,전남청,여수서,국동치안센터,전남 여수시 어항단지로 18
400 ,전남청,여수서,초도치안센터,전남 여수시 삼산면 대동길 10
401 ,전남청,여수서,손죽치안센터,전남 여수시 삼산면 평도길 42
402 ,전남청,여수서,개도치안센터,전남 여수시 화정면 개도화산1길 4
403 ,전남청,여수서,낭도치안센터,전남 여수시 화정면 여산길 75
404 ,전남청,여수서,월호치안센터,전남 여수시 화정면 월호골길 10
405 ,전남청,여수서,여자치안센터,전남 여수시 화정면 여자대동길 29-4
406 ,전남청,여수서,적금치안센터,전남 여수시 화정면 적금뒷등길 5-12
407 ,전남청,여수서,연도치안센터,전남 여수시 남면 연도리 1619-10
408 ,전남청,순천서,상사치안센터,전남 순천시 상사면 상사호길 336
409 ,전남청,순천서,월등치안센터,전남 순천시 월등면 월등로 552
410 ,전남청,순천서,외서치안센터,전남 순천시 외서면 쌍향수길 476
411 ,전남청,나주서,다도치안센터,전남 나주시 다도면 다도로 767
412 ,전남청,나주서,세지치안센터,전남 나주시 세지면 동창로 120
413 ,전남청,나주서,문평치안센터,전남 나주시 문평면 안곡리 119-4
414 ,전남청,나주서,동강치안센터,전남 나주시 동강면 동강로 569
415 ,전남청,나주서,반남치안센터,전남 나주시 반남면 고분로 607
416 ,전남청,광양서,봉강치안센터,전남 광양시 봉강면 조양길 47
417 ,전남청,광양서,진월치안센터,전남 광양시 진월면 선소중앙길 34
418 ,전남청,광양서,다압치안센터,전남 광양시 다압면 섬진강매화로 2137
419 ,전남청,고흥서,두원치안센터,전남 고흥군 두원면 두원로 456
420 ,전남청,고흥서,도덕치안센터,전남 고흥군 도덕면 고흥로 481
421 ,전남청,고흥서,시산치안센터,전남 고흥군 도양읍 시산살푸섬길 7-2
422 ,전남청,고흥서,남양치안센터,전남 고흥군 남양면 남양희망길 5-4
423 ,전남청,고흥서,탄포치안센터,전남 고흥군 남양면 우주항공로 4070
424 ,전남청,고흥서,동일치안센터,전남 고흥군 동일면 우주로 2613
425 ,전남청,해남서,계곡치안센터,전남 해남군 계곡면 해남로 1438
426 ,전남청,해남서,북일치안센터,전남 해남군 북일면 만월길 26-8
427 ,전남청,무안서,망운치안센터,전남 무안군 망운면 망운로 5
428 ,전남청,무안서,몽탄치안센터,전남 무안군 몽탄면 몽탄로 846
429 ,전남청,장흥서,부산치안센터,전남 장흥군 부산면 부산로 3
430 ,전남청,장흥서,유치치안센터,전남 장흥군 유치면 유치로 32
431 ,전남청,장흥서,장동치안센터,전남 장흥군 장동면 흥성로 1568
432 ,전남청,보성서,웅치치안센터,전남 보성군 웅치면 일림로 1020
433 ,전남청,보성서,장도치안센터,전남 보성군 벌교읍 장도길 204-13
434 ,전남청,보성서,문덕치안센터,전남 보성군 문덕면 장운길 50
435 ,전남청,보성서,율어치안센터,전남 보성군 율어면 율어로 554
436 ,전남청,보성서,노동치안센터,전남 보성군 노동면 광곡길 19-2
437 ,전남청,영광서,불갑치안센터,전남 영광군 불갑면 함영로 2902
438 ,전남청,영광서,군서치안센터,전남 영광군 군서면 군서로 9
439 ,전남청,영광서,안마치안센터,전남 영광군 낙월면 안마길 22
440 ,전남청,화순서,이십곡치안센터,전남 화순군 화순읍 화보로 4254
441 ,전남청,화순서,춘양치안센터,전남 화순군 춘양면 춘양로 108
442 ,전남청,화순서,한천치안센터,전남 화순군 한천면 한계1길 52
443 ,전남청,화순서,도암치안센터,전남 화순군 도암면 천태로 425
444 ,전남청,화순서,청풍치안센터,전남 화순군 청풍면 평지촌길 28
445 ,전남청,화순서,이서치안센터,전남 화순군 이서면 적벽로 817
446 ,전남청,화순서,백아치안센터,전남 화순군 백아면 학천길 22
447 ,전남청,함평서,주포치안센터,전남 함평군 함평읍 주포로 343
448 ,전남청,함평서,엄다치안센터,전남 함평군 엄다면 엄다길 9
449 ,전남청,함평서,신광치안센터,전남 함평군 신광면 신광중앙길 67
450 ,전남청,영암서,덕진치안센터,전남 영암군 덕진면 내촌길 18-5
451 ,전남청,영암서,미암치안센터,전남 영암군 미암면 미중로 15-8
452 ,전남청,영암서,서호치안센터,전남 영암군 서호면 서호로 316
453 ,전남청,영암서,도포치안센터,전남 영암군 도포면 호산로 27
454 ,전남청,영암서,금정치안센터,전남 영암군 금정면 용두로 11-12
455 ,전남청,장성서,황룡치안센터,전남 장성군 황룡면 뱃나드리로 91
456 ,전남청,장성서,동화치안센터,전남 장성군 동화면 삼동로 728
457 ,전남청,장성서,서삼치안센터,전남 장성군 서삼면 축령로 349
458 ,전남청,장성서,북상치안센터,전남 장성군 북하면 백양로 608
459 ,전남청,장성서,진원치안센터,전남 장성군 진원면 노사로 509
460 ,전남청,강진서,신전치안센터,전남 강진군 신전면 신전중앙길 25
461 ,전남청,강진서,병영치안센터,전남 강진군 병영면 병영성로 143
462 ,전남청,강진서,옴천치안센터,전남 강진군 옴천면 옴천중앙로 43
463 ,전남청,강진서,대구치안센터,전남 강진군 대구면 청자로 1827
464 ,전남청,담양서,용면치안센터,전남 담양군 용면 추령로 1
465 ,전남청,담양서,월산치안센터,전남 담양군 월산면 도개길 170
466 ,전남청,담양서,봉산치안센터,전남 담양군 봉산면 면앙정로 152
467 ,전남청,담양서,가사문학치안센터,전남 담양군 가사문학면 가사문학로 1133
468 ,전남청,담양서,대덕치안센터,전남 담양군 대덕면 대조동1길 5
469 ,전남청,담양서,무정치안센터,전남 담양군 무정면 무정로 523
470 ,전남청,곡성서,겸면치안센터,전남 곡성군  겸면 곡순로 1850
471 ,전남청,곡성서,목사동치안센터,전남 곡성군  목사동면 주목로 763
472 ,전남청,곡성서,고달치안센터,전남 곡성군  고달면 목동1길 12 
473 ,전남청,곡성서,오산치안센터,전남 곡성군  오산면 오산로 607
474 ,전남청,완도서,백일치안센터,전남 완도군 군외면 백일도길 36
475 ,전남청,완도서,생일치안센터,전남 완도군 생일면 생일로 593
476 ,전남청,완도서,덕우치안센터,전남 완도군 고금면 고금로 1228
477 ,전남청,완도서,여서치안센터,전남 완도군 청산면 여서도길 15
478 ,전남청,완도서,대모치안센터,전남 완도군 청산면 대모도29번길15
479 ,전남청,완도서,횡간치안센터,전남 완도군 소안면 횡간도길 18
480 ,전남청,완도서,넙도치안센터,전남 완도군 노화읍 방축길 18-1
481 ,전남청,진도서,녹진치안센터,전남 진도군 군내면 진도대로 8499
482 ,전남청,진도서,관매도치안센터,전남 진도군 조도면 관매도길 37
483 ,전남청,진도서,가사도치안센터,전남 진도군 조도면 가사도길 94
484 ,전남청,진도서,동거차도치안센터,전남 진도군 조도면 동거차동육길 50
485 ,전남청,구례서,문척치안센터,전남 구례군 문척면 수달생태로 258
486 ,전남청,구례서,용방치안센터,전남 구례군 용방면 용방로 475
487 ,전남청,신안서,다물도치안센터,전남 신안군 흑산면 다물도길 33-21
488 ,전남청,신안서,대둔도치안센터,전남 신안군 흑산면 수리길 57
489 ,전남청,신안서,영산도치안센터,전남 신안군 흑산면 영산길 19-9
490 ,전남청,신안서,하태도치안센터,전남 신안군 흑산면 하태도길 46-11
491 ,전남청,신안서,홍도치안센터,전남 신안군 흑산면 홍도1길 32. (홍도연안여객선터미널 3층)
492 ,전남청,신안서,만재도치안센터,전남 신안군 흑산면 만재도길 60-4
493 ,전남청,신안서,자라도치안센터,전남 신안군 안좌면 자라길 6-3
494 ,전남청,신안서,사치도치안센터,전남 신안군 안좌면 사치도길 19
495 ,전남청,신안서,고이도치안센터,전남 신안군 압해읍 고이길 32
496 ,전남청,신안서,수치도치안센터,전남 신안군 비금면 수치도길 225-30
497 ,전남청,신안서,우이도치안센터,전남 신안군 도초면 우이진리길 34-5
498 ,전남청,신안서,마진도치안센터,전남 신안군 장산면 마진도길 32-12
499 ,전남청,신안서,재원도치안센터,전남 신안군 임자면 재원길 23-10
500 ,전남청,신안서,당사도치안센터,전남 신안군 암태면 당사도길 224
501 ,전남청,신안서,옥도치안센터,전남 신안군 하의면 옥도길 146-17
502 ,전남청,신안서,어의도치안센터,전남 신안군 지도읍 어의길 1-2
503 ,전남청,신안서,선도치안센터,전남 신안군 지도읍 매계길 17
504 ,전남청,신안서,병풍도치안센터,전남 신안군 증도면 병풍1길 42-6
505 ,전남청,신안서,매화치안센터,전남 신안군 압해읍 매화길 700
506 ,전남청,신안서,압해치안센터,전남 신안군 압해읍 압해로 283
507 ,경북청,경주,옥산치안센터,경주시 안강읍 호국로 2355
508 ,경북청,포북,중앙치안센터, 포항시 북구 중앙로 298번길 13-1
509 ,경북청,포북,상옥치안센터,포항시 북구 죽장면 죽장로 1790
510 ,경북청,포남,대해치안센터,포항시 남구 양학천로 118번길 37
511 ,경북청,포남,운하치안센터,포항시 남구 해동로 133
512 ,경북청,포남,청림치안센터,포항시 남구 동해안로 6133
513 ,경북청,구미,송정치안센터,구미시 송원동로 16
514 ,경북청,구미,공단치안센터,구미시 1공단로 198-6
515 ,경북청,구미,광평치안센터,구미시 구미대로19길 4
516 ,경북청,경산,역전치안센터,경산시 중앙로 24
517 ,경북청,경산,남천치안센터,경산시 남천면 남천로 456
518 ,경북청,경산,남산치안센터,경산시 남산면 하날로 315
519 ,경북청,경산,용성치안센터,경산시 용성면 원효로 1415
520 ,경북청,경산,청천치안센터,경산시 하양읍 대경로 107-4
521 ,경북청,안동,서후치안센터,안동시 서후면 학가산온천길 369
522 ,경북청,안동,서부치안센터,안동시 제비원로 217
523 ,경북청,안동,검무치안센터,안동시 풍천면  갈전리 857
524 ,경북청,김천,황남치안센터,김천시 양금로 229
525 ,경북청,김천,봉산치안센터,김천시 봉산면 예지송정길 17-7
526 ,경북청,김천,농소치안센터,김천시 농소면 농남로 48
527 ,경북청,김천,개령치안센터,김천시 개량면 동부길 55
528 ,경북청,김천,감천치안센터,김천시 감천면 금감로 1547
529 ,경북청,김천,부항치안센터,김천시 부항면 사동 3길 12
530 ,경북청,김천,증산치안센터,김천시 증산면 증산로 945-21
531 ,경북청,영주,남부치안센터,영주시 구성로 260
532 ,경북청,영주,평은치안센터,영주시 평은면 신평로 28-7
533 ,경북청,영천,서부치안센터,영천시 향군로 19(화룡동)
534 ,경북청,영천,화북치안센터,영천시 화북면 화북길 59
535 ,경북청,영천,자양치안센터,영천시 자양면 포은로 1625
536 ,경북청,영천,단포치안센터,영천시 고경면 호국로 363
537 ,경북청,상주,북문치안센터,상주시 북천로 67
538 ,경북청,상주,이안치안센터,상주시 이안면 양범안룡길 31
539 ,경북청,상주,외서치안센터,상주시 외서면 우산로 569
540 ,경북청,문경,동로치안센터,문경시 동로면 여우목로 2795
541 ,경북청,문경,영순치안센터,문경시 영순면 영순로 275
542 ,경북청,문경,호계치안센터,문경시 호계면 막곡장터 19
543 ,경북청,칠곡,기산치안센터,칠곡군 기산면 주산로1209
544 ,경북청,의성,단촌치안센터,의성군 단촌면 신기길 29
545 ,경북청,의성,비안치안센터,의성군 비안면 강변길 27
546 ,경북청,의성,신평치안센터,의성군 신평면 봉호로 2466-6
547 ,경북청,의성,가음치안센터,의성군 가음면 금성현서로 461
548 ,경북청,청도,운문치안센터,청도군 운문면 청려로 4731
549 ,경북청,청도,각남치안센터,청도군 각남면 각남로 65
550 ,경북청,영덕,지품치안센터,영덕군 지품면 경동로 7173-3
551 ,경북청,영덕,달산치안센터,영덕군 달산면 팔각산로 1823
552 ,경북청,영덕,창수치안센터,영덕군 창수면 창수영해로 17
553 ,경북청,울진,매화치안센터,울진군 매화면 원남로 468
554 ,경북청,울진,온정치안센터,울진군 온정면 온정학교길 10
555 ,경북청,봉화,재산치안센터,봉화군 재산면 재산로 489
556 ,경북청,봉화,서벽치안센터,봉화군 춘양면 춘양로 1434
557 ,경북청,예천,유천치안센터,예천군 유천면 예성로 699-6
558 ,경북청,예천,보문치안센터,예천군 보문면 무근열길 13
559 ,경북청,예천,효자치안센터,예천군 효자면 도효자로 1373
560 ,경북청,성주,월항치안센터,성주군 월항면 주산로 360
561 ,경북청,성주,대가치안센터,성주군 대가면 여실길 10
562 ,경북청,성주,금수강산치안센터,성주군 금수강산면 성주로 1881
563 ,경북청,청송,파천치안센터,청송군 파천면 청송로 5533
564 ,경북청,영양,일월치안센터,영양군 일월면 영양로 2383
565 ,경북청,고령,덕곡치안센터,고령군 덕곡면 덕운로 568
566 ,경북청,고령,우곡치안센터,고령군 우곡면 도진3길 9
567 ,경남청,창원중부서,두대치안센터,창원시 의창구 대원로 97
568 ,경남청,창원중부서,용호치안센터,창원시 의창구 용지로 169번길 11-22
569 ,경남청,창원서부서,중동치안센터,창원시 의창구 읍성로34번길 2
570 ,경남청,마산중부서,자산치안센터,창원시 마산합포구 자산서11길 92
571 ,경남청,마산중부서,진북치안센터,창원시 마산합포구 진북면 삼진의거대로 447
572 ,경남청,마산동부서,구암1치안센터,창원시 마산회원구 구암서7길 20
573 ,경남청,진주서,역전치안센터,진주시 진주대로 942
574 ,경남청,진주서,명석치안센터,진주시 명석면 나불로 291
575 ,경남청,진주서,내동치안센터,진주시 내동면 순환로 386
576 ,경남청,진주서,집현치안센터,진주시 집현면 진주성로 748
577 ,경남청,진주서,금곡치안센터,진주시 금곡면 월아산로 119
578 ,경남청,진주서,이반성치안센터,진주시 이반성면 오봉산로 716
579 ,경남청,진주서,진성치안센터,진주시 진성면 동부로 1336-1
580 ,경남청,진주서,사봉치안센터,진주시 사봉면 사군로 109
581 ,경남청,진주서,대평치안센터,진주시 대평면 한들길 53
582 ,경남청,진주서,미천치안센터,진주시 미천면 진산로 1815
583 ,경남청,김해중부서,외동치안센터,김해시 분성로 219
584 ,경남청,김해중부서,다문화치안센터,김해시 분성로335번길36
